order_placement_date,requested_delivery_date,order_delivery_date,order_quantity,quantity_unit,product_name,material_id,country,origin_region,warehouse_names,company_id,order_id
2018-07-04,2018-07-06,2018-07-06,58.28,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COMJ03787,h1kg9uz1kktdnumvexg4
2019-04-29,2019-05-14,2019-05-14,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COBE05528,pji9tt96j6vdcf33u699
2018-02-19,2018-02-22,2018-02-22,400.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COSO97747,vnppufu73uhr5y5kfsnr
2019-05-03,2019-05-10,2019-05-10,1.0,MT,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,rlt2bi305re29u3om8lh
2017-02-14,2017-02-17,2017-02-17,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COWR69574,pwf5xk1syf8z1r505s34
2021-12-09,2021-12-16,2021-12-16,425.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COQF11638,cgspfrj2nwban52v58ng
2021-03-01,2021-03-04,2021-03-04,2000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COOK78504,0dlhxbaac6qdcv2iyq9g
2021-08-06,2021-08-11,2021-08-11,1860.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSX75653,ntdwhmbun6xbelko48dh
2018-12-04,2018-12-06,2018-12-06,0.2,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COUQ02513,cbzcxqud8m829a7zz99h
2019-04-15,2019-04-19,2019-04-19,1151.5,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COQW13734,h4rwb45d5kgf39wf58yj
2018-07-24,2018-07-30,2018-07-30,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHV48906,9ohnjypogx49jmz43d3z
2022-05-24,2022-08-16,2022-08-23,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COVQ64536,b28mclice7w683o3fo22
2019-06-21,2019-07-04,2019-07-04,500.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COOJ06899,zj719vp4js6nlm4gl51n
2020-12-08,2020-12-14,2020-12-14,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COYM83133,5xyod0r450f1deu3db8a
2020-01-29,2020-01-31,2020-01-31,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COST01376,cr2l6bgrt4lbjk66ke9j
2018-12-21,2019-02-14,2019-02-14,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COAP87593,fo2atz4c3iyx95ojw9bf
2018-04-17,2018-04-19,2018-04-19,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COQJ46597,c0xef6a9xcxbt6hmryi0
2018-10-01,2018-10-04,2018-10-04,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,CONE46362,2o0yleqdb2pc3q1d05aq
2019-10-21,2019-10-23,2019-10-23,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COMY47326,rjs9nptpr2pryvf3tive
2020-12-09,2020-12-17,2020-12-17,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COLN23384,h8vfnqgnrhp36ky6ydyb
2018-01-25,2018-02-05,2018-02-05,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COGH35635,v33yw1v49tdyf12chdau
2020-08-10,2020-09-25,2020-10-09,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COJU95361,bm3bcoxz0oic67w5wlo6
2022-01-18,2022-01-28,2022-01-24,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COTO14714,1po9o2m470n9em9nr73w
2021-07-28,2021-08-03,2021-08-03,571.0814899999999,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,g5m296njwu73365rd46w
2021-07-07,2021-07-09,2021-07-09,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBC26731,kecbaots98iz3u81jczl
2019-10-30,2020-02-17,2020-02-17,10000.0,KG,Sugar,E131096,France,EU,Villebon sur Yvette,COQM96109,xozv4w5nu4in2kqvb3lt
2017-02-28,2017-03-02,2017-03-02,1727.25,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORF15305,ijarta4pn9a7b726ew7l
2021-03-30,2021-04-06,2021-04-06,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COMW19396,rkht1tglnss2pmiay8ml
2020-08-03,2020-08-06,2020-08-06,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COZD36000,ncgfqdpsy9mze9wy5wda
2017-08-03,2017-08-08,2017-08-08,150.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COTW67008,03daz3rwbj9cpv4h1rzf
2018-06-06,2018-06-14,2018-06-14,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COCH74792,1u6vqs4hufn4vnboobck
2019-02-01,2019-02-05,2019-02-05,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COBW39212,3ervkdxt3u6okgk8mydl
2022-02-10,2023-01-31,2023-01-31,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COVJ95847,0l89k8tebtldkz27dqtr
2021-01-28,2021-02-15,2021-02-15,750.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COUM94113,oi91eaf3ihswixn1lvzf
2020-08-31,2020-09-04,2020-09-04,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COHC59145,aa2i477pkbrfbfl0v8hs
2017-09-06,2017-09-22,2017-09-22,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQE54969,m8rt419fg4ubv9tkrwqd
2017-01-18,2017-01-20,2017-01-20,1095.3,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COLN23384,yodux5x64os9gxcp8na1
2020-06-15,2020-06-18,2020-06-18,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COOK78504,64s6c6rb0fgynsatcqew
2020-09-25,2020-10-06,2020-10-07,12.078,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COUP73752,dw29phbchuat45j69tb3
2017-05-26,2017-05-31,2017-05-31,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COMW19396,86tgo2t7q0ecdc9ypp0k
2018-01-08,2018-01-11,2018-01-11,291.4,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,lx5ryiaru4hs7xm7idp5
2021-06-23,2021-07-21,2021-07-21,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COSD23602,srk6m8r8dwpzkg84yner
2019-10-10,2019-10-21,2019-10-21,1.1515,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHZ46419,v8jhe9fi3m5rpbla6szo
2019-03-12,2019-03-15,2019-03-15,43.71,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COUP40764,61lqonewrx4me6xkjupq
2017-07-14,2017-07-24,2017-07-24,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COPN12688,vubqezqjpal1dsp7ioth
2022-03-04,2022-03-08,2022-03-08,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,CORS27014,ieht1sem5pspu69cmnjt
2020-06-23,2020-07-01,2020-07-01,1.0,MT,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COVP73844,ulr7z3uorwaobc3oko3v
2018-09-13,2018-09-18,2018-09-18,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COZR14713,pk2u4avpmx5l77ibrsjo
2020-10-15,2020-11-04,2020-11-04,500.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COOY39932,x505xf36l3exts6y3c1h
2017-08-25,2017-09-05,2017-09-05,1.1515,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLT66394,d9n1o5bqwyo653dyjxm8
2021-04-14,2021-04-26,2021-04-26,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COLK92738,og996jlulym7y6clgrr4
2022-02-24,2022-03-15,2022-03-15,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COJE06895,c9asz5g46tzmv6rl7gjc
2019-05-24,2019-06-03,2019-06-03,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COHO34994,ml8804fi3d7ji6i8e8qk
2022-05-09,2022-10-12,2022-10-12,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COVQ64536,xkizfzmqp7rxkzk4rqjw
2021-08-19,2021-08-24,2021-08-24,0.025,MT,Sugar,E131096,United Kingdom,EU,Bristol,COEX99589,ojwf50sxkuaq6xcbuukg
2022-10-14,2022-10-19,2022-10-19,0.12032,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,suinjesps8q185gscmnu
2020-04-24,2020-04-28,2020-04-28,549.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORQ92002,un4tjj96mef1k7jzqa1o
2021-08-16,2021-08-23,2021-08-23,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COBE05528,xc0vvklq0xjlar90escd
2022-06-01,2022-06-28,2022-06-28,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COQE31833,cowdxcj19shq8bc4pw8z
2018-08-16,2018-08-23,2018-08-23,22000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COOX78118,w7nhpgjx19emf8rsjrrw
2022-03-14,2022-03-16,2022-03-16,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,CORL80255,24ivsrlzxww4hudsnj53
2021-04-14,2021-04-16,2021-04-16,0.5734,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COWR84952,tisn96ff30ap7dvuf7q2
2021-11-04,2021-11-10,2021-11-10,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COER82357,398nli8cxu1cxx3lnc30
2021-07-06,2021-07-08,2021-07-08,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COXB13319,4nwf222gtlvu53y15cae
2017-09-07,2017-09-18,2017-09-18,1.0,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COHO34994,elsx52gwa654nvguw6yz
2020-02-24,2020-03-30,2020-03-30,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COVQ64536,7ry21g6yrgc5fj2texqq
2022-06-14,2022-06-17,2022-06-17,100.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COMP63646,gd5kxj2eznj8u81nwyta
2020-10-27,2020-11-02,2020-11-05,0.3,MT,Sugar,E131096,United Kingdom,EU,Bristol,COWP95421,u731qx4q7xolxcy6fd62
2022-04-05,2022-05-16,2022-05-16,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COFE88156,7dtq9ruj3np6w30y28zb
2021-04-13,2021-04-26,2021-04-26,300.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COUR93790,jjac9onqyqpx17nqgfxr
2020-06-15,2020-06-18,2020-06-18,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COSM78121,k1mpla10ib26pzezw544
2021-04-20,2021-07-13,2021-07-13,1.0,MT,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPU08418,8m46h4ah5ktartw3fh72
2020-09-25,2020-09-29,2020-09-29,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COEH59490,nmce4pevh4qlceq4xypp
2022-09-26,2022-09-30,2022-09-30,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COGH44077,hv9ob7nbqw35f5sayrsz
2019-12-09,2020-08-11,2020-08-11,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZI72220,qussjhmotoy9qjs7i58u
2017-04-27,2017-05-11,2017-05-11,0.1,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COTL43474,p6j3vme942hqfxclq08j
2021-02-17,2021-02-18,2021-02-18,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLN23384,t6gk3lv323xqpluyg3hd
2019-04-04,2019-04-08,2019-04-08,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORP96240,6oi9di53cd0znuajpbpk
2019-04-15,2019-04-17,2019-04-18,550.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COAG88998,vcm2cd1w6rud5wc9f2tb
2020-01-13,2020-01-15,2020-01-15,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CONJ11668,w4pyx3s63lc6p0drqfvf
2020-03-05,2020-03-11,2020-03-11,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COLC51967,a5qub00mf9awrzvzzg9b
2022-01-20,2022-05-04,2022-05-04,8000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COKB21403,cdc25dmup1yvwqj8vv45
2021-03-31,2021-03-31,2021-03-31,0.28861000000000003,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COKK08840,7gnvba43ijwef7r1blly
2022-03-23,2022-04-19,2022-04-19,2745.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORP96240,pgw00jyj2dsaexmojd85
2020-04-22,2020-05-12,2020-05-12,4000.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COAJ93066,dw1nn9f7qa1viq63f9hk
2018-12-03,2018-12-06,2018-12-06,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBA28112,jf0u2rup7fahiapjy1zb
2020-08-03,2020-08-05,2020-08-05,0.3,MT,Sugar,E131096,United Kingdom,EU,Bristol,COHF89870,62g6b4tsg0s0u50ap1wn
2019-10-30,2020-03-10,2020-03-10,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COLT73432,sqhacmeyp17x89nadhe7
2021-12-17,2022-02-28,2022-02-28,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COTD78874,09hkd6k7rmnzsyhripvt
2017-06-16,2017-06-22,2017-06-22,0.15,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COKL04503,ab38lstu0cgf2ixw2lyn
2021-01-04,2021-01-15,2021-01-07,25.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COAL69189,hx2o3lfln7ft5hkojj9v
2017-11-03,2017-11-17,2017-11-17,1.0953,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLN23384,ynhccy7b0u2hvmbn4hzw
2019-07-29,2019-07-31,2019-07-31,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,cfu9nlgsz2dcpganl816
2022-05-04,2022-05-10,2022-05-13,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORF15305,lbuwchgtwy3y761snbc5
2017-08-29,2017-09-12,2017-09-12,3.0,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COIU87439,advg8za2obx9xk2j2r24
2019-03-14,2019-03-18,2019-03-18,116.56,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COCX97353,g4zrrp52i7zc7bkski19
2021-12-02,2022-01-12,2022-01-12,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COQE31833,ur8nzjee1b34rqvzyie8
2018-04-26,2018-05-03,2018-05-02,67.5,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COSO42990,mylacydctq1lz5rltdcl
2021-05-21,2021-06-30,2021-06-30,1.0,MT,Sugar,E131096,United Kingdom,EU,Bristol,COJU95361,3ah4em5gotuamdb93qxg
2019-07-02,2019-07-30,2019-07-30,2.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CORI51881,li5ghxcx8g4xu43lc6jw
2019-12-23,2020-01-03,2020-01-03,300.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COBJ18780,cz3bqfrb0nzutp4hy5i8
2017-08-17,2017-08-23,2017-08-23,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,CORS27014,neoge9b4unei5nc0mhxb
2018-09-07,2018-09-17,2018-09-17,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COAU86168,oh5743f9rd4mwpmib2i9
2022-06-14,2022-06-20,2022-06-20,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,8nkhdlszatdfnmdlsxjn
2018-04-03,2018-04-05,2018-04-05,1151.5,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COBC87274,82ijw95mz08n0xcs16ah
2020-09-01,2020-09-03,2020-09-03,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLW71171,anmvtvoav41b8e9uf3qw
2021-12-06,2021-12-15,2021-12-15,0.57108149,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,2kdoffws890ymt0w3x2f
2019-10-21,2019-10-23,2019-10-23,125.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COYG69352,fa489cbi2mknkj20z0e6
2020-10-09,2020-10-13,2020-10-13,500.0,KG,Citric Acid,E235421,The Netherlands,EU,Enschede,COZC85399,77mckum88bw69zmq9p7e
2019-07-01,2019-07-17,2019-07-12,2000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZD36000,qfjod8vu7jcsjpkb4ppe
2021-10-27,2021-11-02,2021-11-02,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COTC09072,cpgnm6hxg0qggbukcnyd
2018-11-01,2018-11-07,2018-11-07,1000000.0,G,Sugar,E131096,United Kingdom,EU,Swansea,CODE03622,i9wmtttqwh40w6a718fv
2020-07-16,2020-07-22,2020-07-22,25.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COBC35419,x9pd327kjo7rjtmg6t7c
2022-10-26,2022-10-28,2022-10-28,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COXS62219,yx97i98ufqau5sefmm3j
2019-10-25,2019-11-01,2019-11-05,1.0,MT,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,t4lmag75to3e1e42t2g4
2019-08-29,2019-09-04,2019-09-04,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,3154maphayibusa0wqof
2021-01-06,2021-01-13,2021-01-13,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COOM76543,yc5eaardqv9k6l7j4v9e
2020-08-24,2020-08-25,2020-08-25,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,ls2qtkeyw0nrvvqfn0iz
2018-04-24,2018-05-03,2018-05-03,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COHO34994,h88rbywcybo1y97jylaq
2017-12-05,2017-12-19,2017-12-19,100.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COPA76804,s4fusnzdwp73wuqaygi0
2018-04-25,2018-04-30,2018-04-30,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CONN02067,p0hibhc9gcmyz20fed9q
2022-10-21,2022-10-28,2022-10-28,0.1,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COSM78121,7gqjt510lk872pk69cdo
2019-04-12,2019-04-17,2019-04-17,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CODN26752,tvoiwatx5jtbkyr06o6a
2022-05-31,2022-06-29,2022-06-29,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COPE26801,tby76sw1yk83gsgchyb7
2017-06-12,2017-06-15,2017-06-15,2.0,MT,Citric Acid,E235421,The Netherlands,EU,Enschede,COPN12688,th34cuysg61vh0amxa6s
2019-12-16,2019-12-18,2019-12-18,547.65,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORQ92002,0jeckou0hyo3hi0x5frz
2021-05-11,2021-07-08,2021-07-08,2196.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COVQ64536,uun6xgytbghroxil6rso
2020-09-30,2020-10-07,2020-10-07,0.1,MT,Sugar,E131096,United Kingdom,EU,Swansea,COPA76804,frvaf6ytcmbvptgsivhx
2018-10-23,2018-11-14,2018-11-14,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COAU07738,lwi1cuf8gq8dpmvi1v0i
2018-01-23,2018-01-29,2018-01-29,0.05,MT,Sugar,E131096,United Kingdom,EU,Bristol,COAE11596,8gpw3o4dp632f93ntcun
2017-10-10,2017-10-16,2017-10-16,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COLB99329,bdzcf5akd95bu1etllg3
2017-04-05,2017-04-07,2017-04-07,0.15,MT,Sugar,E131096,United Kingdom,EU,Bristol,COST01376,t9pc72eq8ao1wxlciu4b
2020-06-23,2020-07-02,2020-07-02,350000.0,G,Citric Acid,E235421,The Netherlands,EU,Enschede,COJW68946,mrcotx8o7ii03od4jhrr
2019-12-06,2019-12-11,2019-12-11,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COYN30614,rsuyjmic97szpl56gw9b
2019-05-14,2019-05-17,2019-05-17,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COYB41878,ejam4rcersw2vtcodaiz
2022-02-22,2022-02-28,2022-03-03,600.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COSB13916,hfki290bhjwp6ta0l4ao
2021-07-13,2021-08-05,2021-08-05,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,4wv7ar0swhcekfqnkmb5
2022-08-11,2022-08-15,2022-08-15,2000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COJT91079,oqnrshfca6r0amc69rsw
2019-07-10,2019-07-25,2019-07-24,600.0,KG,Gelatin,E164938,France,APAC,Villebon sur Yvette,CORW37630,8kbo2073o9ycm9po2fkn
2017-07-04,2017-07-06,2017-07-06,1727.25,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,vzddh16359ll2j2ng1ga
2020-12-09,2020-12-15,2020-12-15,0.22372,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COYA93011,g5t3lz8vnbz40ys1sbdx
2022-09-15,2022-09-19,2022-09-19,571.0814899999999,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,g97sjd2o655w5f0v5vyk
2021-10-11,2021-10-15,2021-10-15,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COIQ19341,7cf2j4l3vv7rmn41r7cx
2017-11-07,2017-11-10,2017-11-10,25.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPP52487,7m59pcyd2kirrnrnuyhe
2017-06-08,2017-06-12,2017-06-12,547650.0,G,Gelatin,E164938,The Netherlands,APAC,Enschede,CORQ92002,8jvrqvqlq93bvmy7twy6
2017-09-11,2017-09-14,2017-09-14,400.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COOM76543,h7tnvokeynjtps9o5srp
2019-01-28,2019-02-01,2019-02-01,0.025,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,CORL29041,uc8eylb0wvy2jkqqnj0r
2017-01-23,2017-01-24,2017-01-25,671.16,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CONR92700,ocmqxtjbldwv7naqgu5i
2019-03-29,2019-04-09,2019-04-09,12000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COFP32992,o8ve6uxtrazmduyh2w9o
2021-09-09,2021-10-15,2021-10-15,2000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COAP87593,8479r1133d91coo004oo
2022-09-19,2022-09-21,2022-09-22,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COBX47331,iiuhti7f2eywpajo3jrb
2018-06-14,2018-06-20,2018-06-20,0.9,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COUR93790,loj8ijumddqg6x4z5w67
2017-10-19,2017-10-24,2017-10-24,300.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COIT68077,faayfainawoppb7v5g2l
2020-02-06,2020-02-14,2020-02-14,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COIF23429,3aj87wlyzfpp4xgq78u4
2022-11-15,2022-11-18,2022-11-18,40.89,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COCX97353,2i3p4lfdj2q8d5z85461
2019-12-24,2020-01-06,2020-01-06,2.1906,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COLN23384,bochtcx5rigo3hwpz6k0
2022-04-07,2022-04-12,2022-04-20,1146.8,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COBC87274,exc1t0oypkb571wzsv6y
2019-06-03,2019-06-07,2019-06-07,582.8,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,39m3jgw8p3t53xr9d129
2021-07-20,2021-10-27,2021-10-27,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COJZ51242,kz24i11qjd5ln55ej1yl
2020-04-01,2020-04-14,2020-04-14,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COGH35635,jzccwxxdw2mvhpl2iljl
2022-06-09,2022-06-20,2022-06-20,1720.1999999999998,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHQ52650,8vj61tyjavf61dm78ui5
2019-08-05,2019-08-08,2019-08-08,450.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COIY74444,mgab1w1hgw5f6y1nm793
2019-09-02,2019-11-13,2019-11-12,0.62,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COAT05936,5krnm7th9iiukcum8smq
2017-01-20,2017-01-23,2017-01-23,575750.0,G,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COWR84952,p72t4yur03iqhycvpnx4
2018-05-09,2018-05-17,2018-05-17,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,CORB28474,yk1w031mpyynq66q73sm
2020-06-22,2020-06-29,2020-06-29,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COMT39150,ql2tber5xej2vbqkuw37
2017-03-15,2017-03-21,2017-03-21,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COJM49894,j9ggfwj6jyidr6x0acch
2017-05-31,2017-07-12,2017-07-13,3.0,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COIU87439,o6v8co2jep91oxjcbyhg
2021-12-16,2021-12-29,2021-12-29,109.04,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COOW67209,mn9ztdy61aa0c5hdfub4
2021-06-23,2021-08-10,2021-08-10,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COCH91502,rc05zj8takuxdrh4k4jk
2017-08-10,2017-08-22,2017-08-22,10000000.0,G,Sugar,E131096,France,EU,Sotteville de Rouen,COXL17401,en2cqxrqtwceecfvsjw7
2020-06-22,2020-06-30,2020-06-30,1125.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COXP69073,tbddcmoq5plwqnv53iw5
2020-03-18,2020-03-20,2020-03-20,200000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,COIZ63076,lv0krvc931zvw07tt4lh
2022-09-02,2022-10-31,2022-10-31,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COEP10313,balhjhj3g24af8qmqhzw
2018-11-29,2018-12-03,2018-12-03,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COBX47331,22dptmd4f9hg3sd2gnii
2017-01-10,2017-01-11,2017-01-11,174.84,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COPP45736,b1b87t939a6spzd1skzi
2021-07-28,2021-08-09,2021-08-09,1142.1629799999998,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COQW13734,ol3qrdedodu68459696e
